title,price,phoneContact,companyName,location,imageLink
"Luxurious 2, 3 Bedroom Apartment & 4 Bedroom Penthouse","₦1,500,000,000","""08064628489""",Tos.consolidated.ltd,"Ikeja GRA, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1806430/064a70ef5b4985-luxurious-23bedroom-apartment-4bedroom-penthouse-ikeja-gra-block-of-flats-for-sale-gra-ikeja-lagos.jpeg
Tastefully Finished 5 Bedroom Detached Duplex,"₦450,000,000","""08064628489""",Tos.consolidated.ltd,"Omole Phase 1, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1806478/064a71586511b7-tastefully-finished-5bedroom-detached-duplex-omole-phase-1-detached-duplexes-for-sale-omole-phase-1-ikeja-lagos.jpeg
Newly Buit 5 Bedroom Terrace Duplex With Bq,"₦165,000,000","""08064628489""",Tos.consolidated.ltd,"Adeniyi Jones, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1827282/064b8f8fd72a99-newly-buit-5bedroom-terrace-duplex-with-bq-terraced-duplexes-for-sale-adeniyi-jones-ikeja-lagos.jpeg
Newly Built 4 Bedrooms Terrace Duplex,"₦250,000,000","""08064628489""",Tos.consolidated.ltd,"Ikate, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1836531/065a6fa764f66c-newly-built-4-bedrooms-terrace-duplex-terraced-duplexes-for-sale-ikate-lekki-lagos.jpeg
"Newly Built 3 Bedrooms Duplex, Fully Detached","₦140,000,000","""08064628489""",Tos.consolidated.ltd,"Opebi, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1802815/064a4a2ed97a9f-newly-built-3bedroom-duplex-fully-detached-at-opebi-ikeja-detached-duplexes-for-sale-opebi-ikeja-lagos.jpeg
Massive 9 Bedroom Duplex With Bq In A Beautiful Estate,"₦300,000,000","""08064628489""",Tos.consolidated.ltd,"Badore, Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1792789/0649b16d0905d5-massive-9bedroom-duplex-with-bq-in-a-beautiful-estate-badore-ajah-detached-duplexes-for-sale-badore-ajah-lagos.jpeg
"A Newly Built Luxury 4 Bedrooms Terraced Duplex, Fully Serviced","₦62,000,000","""07066209164""",Rosyland Properties,"By Lbs, Alasia, Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2250533/0663f97d85e8f8-a-newly-built-luxury-4-bedroom-terrace-duplex-fully-serviced-terraced-duplexes-for-sale-sangotedo-ajah-lagos.jpg
Newly Built 5 Bedroom Semi Detached,"₦320,000,000","""08064628489""",Tos.consolidated.ltd,"Omole Phase 1, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1774001/064888fecefec8-newly-built-5bedroom-duplex-fully-detach-at-omole-phase-1-semi-detached-duplexes-for-sale-omole-phase-1-ikeja-lagos.jpeg
Newly Built 4 Bedrooms Fully Detached Duplex,"₦420,000,000","""08064628489""",Tos.consolidated.ltd,"Ikeja GRA, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1797774/064a06f8ead2dc-newly-built-4bedrooms-detached-duplex-at-ikeja-gra-detached-duplexes-for-sale-gra-ikeja-lagos.jpeg
Newly Built Luxurious 5 Bedrooms Duplex,"₦610,000,000","""08064628489""",Tos.consolidated.ltd,"GRA Phase 1, Magodo, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1802792/064a49f2e19c0d-newly-built-luxurious-5bedroom-duplex-at-magodo-detached-duplexes-for-sale-gra-phase-1-magodo-lagos.jpeg
Luxurious Newly Built Terrace Duplex With Swimming Pool,"₦280,000,000","""08064628489""",Tos.consolidated.ltd,"Ikeja GRA, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1804811/064a5fa5c76a7a-luxurious-newly-built-terrace-and-penthouse-ikeja-gra-detached-duplexes-for-sale-gra-ikeja-lagos.jpeg
Newly Built 5 Bedrooms Terraced Duplex,"₦200,000,000","""08064628489""",Tos.consolidated.ltd,"Opebi, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1773553/064884a378017c-newly-built-4bedrooms-terrace-duplex-at-opebi-ikeja-terraced-duplexes-for-sale-opebi-ikeja-lagos.jpeg
Newly Built Luxurious 5 Bedrooms Duplex,"₦550,000,000","""08064628489""",Tos.consolidated.ltd,"Omole Phase 1, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1771720/064860368ea2fc-newly-built-luxurious-5bedrooms-duplex-at-omole-phase-1-detached-duplexes-for-sale-omole-phase-1-ikeja-lagos.jpeg
Enchanting 5 Bedroom Semi Detached House With 2 Staff Quarters,"₦1,500,000,000","""08038156271""",Beverly & Sam Properties,"Off 1st Avenue Road, Banana Island, Ikoyi, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2282936/066599de18b0d6-enchanting-5-bedroom-semi-detached-house-with-2-staff-quarters-semi-detached-duplexes-for-sale-banana-island-ikoyi-lagos.jpg
Luxurious Newly Built 5 Bedrooms Duplex,"₦550,000,000","""08064628489""",Tos.consolidated.ltd,"Omole Phase 1, Ikeja, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/1771712/06486023ac4cdd-luxurious-newly-built-5bedroom-duplex-at-omole-phase-1-detached-duplexes-for-sale-omole-phase-1-ikeja-lagos.jpeg
5 Bedroom Fully Detached Duplex,"₦390,000,000","""08189535141""",Havillah Realtors & Investment Limited,"Osapa London, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2273811/066521612824bf-5-bedroom-fully-detached-duplex-detached-duplexes-for-sale-lekki-lagos.jpg
Newly Built 4 Bedroom Semi Detached Duplex,"₦110,000,000","""08189535141""",Havillah Realtors & Investment Limited,"Orchid Road, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2288561/0665ee8c160800-newly-built-4-bedroom-semi-detached-duplex-semi-detached-duplexes-for-sale-lekki-lagos.jpeg
Newly Built 3 Bedroom Semi Detached Duplex,"₦90,000,000","""08189535141""",Havillah Realtors & Investment Limited,"Orchid Road, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2288700/0665ef844e5c12-newly-built-3-bed-room-semi-detached-duplex-semi-detached-duplexes-for-sale-lekki-lagos.jpeg
Luxury 5 Bedroom Fully Detached Duplex,"₦600,000,000","""08189535141""",Havillah Realtors & Investment Limited,"Lekki Phase 1, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2288748/0665f0263a796f-luxury-5-bed-room-fully-detached-duplex-detached-duplexes-for-sale-lekki-lagos.jpeg
4 Bedroom Semi Detached Duplex,"₦130,000,000","""08189535141""",Havillah Realtors & Investment Limited,"Orchid Road, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2289157/0665f373cb0dcc-4-bed-room-semi-detached-duplex-semi-detached-duplexes-for-sale-lekki-lagos.jpeg
Luxury 5 Bedroom Detached Duplex,"₦280,000,000","""08189535141""",Havillah Realtors & Investment Limited,"Orchid, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2289195/0665f430327ec0-luxury-5-bed-room-detached-duplex-detached-duplexes-for-sale-lekki-lagos.jpeg
Beautifully Designed 5bedroom Duplex At Ologolo,"₦170,000,000","""2348032810713""",Lapis Lazuli Homes And Properties,"*for Sale - Exquisitely Finished 5 Bedroom Fully Detached Duplex With, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299443/066674cc9613db-beautifully-designed-5bedroom-duplex-at-ologolo-for-sale-lekki-lagos.jpg
